question_id,segmented_question
bba7002f6e7e294ab50c26ea55b6415e,Thông_tin giá thị_trường của các yếu_tố đầu_vào để xác_định chỉ_số giá xây_dựng phải thoả_mãn yêu_cầu gì ?
0e07b597234565242f3608de2042ec6a,Ai có thẩm_quyền xác_minh thông_tin về tài_sản của pháp_nhân thương_mại để kê_biên ?
5d384b8675328187f6702c0739438797,03 cấp_độ an_ninh cảng thuỷ nội_địa tiếp_nhận phương_tiện thuỷ nước_ngoài là gì ?
88c0c1b84e393951eb8aab88d1b50a5f,"Theo quy_định trong lĩnh_vực đo_lường , lượng danh_định ( Qr ) là gì ?"
39af9fed1f9d7986fb6fb6f9893d48c1,Một_số điều_kiện được trở_lại quốc_tịch Việt_Nam
882f6f03f17213a453677a46220c6222,Nhà_cung_cấp có trách_nhiệm gì đối_với dịch_vụ thu phí điện_tử không dừng ?
a1bf99b61f76f3de6f16efa6824da673,"Ngừng , giảm mức cung_cấp điện không khẩn_cấp trong những trường_hợp nào ?"
8d04380623dc706fe551a864d7b503ff,Mức phạt hành_vi điều_khiển xe_máy vào ban_đêm mà không bật đèn
9393fb33a2c5ed09f8a442817e844dc2,Thực_hành tốt sản_xuất thuốc là gì ?
c7c9fe804d1dcc7698dfee4f00a1cfac,"Thực_hiện kiểm_tra , giám_sát như_thế_nào đối_với phương_tiện vận_tải , người , hành_lý xuất_nhập_cảnh trong hoạt_động nghiệp_vụ hải_quan ?"
3f0e53bbfb0eba76e04745a2506eb3ae,Lâm_phần tuyển_chọn là gì ?
c9d6b45c2c8fc4a8b244fad9f71207b1,Phương_pháp đánh_giá về tài_chính - thương_mại đối_với hồ_sơ dự_thầu dự_án đầu_tư có sử_dụng đất được quy_định như_thế_nào ?
c67c46a9cd55064f14bd512e127eeebc,"Yêu_cầu về nội_dung đánh_giá nằm ngửa gập bụng của học_sinh , sinh_viên được quy_định như_thế_nào ?"
74acadc03aff3a716552f266868d599a,Phương_tiện bị người vi_phạm sử_dụng trái_phép trong lĩnh_vực lâm_nghiệp là gì ?
670d586081257e645afcb1d8110cbd0e,Viên_chức mất chứng_chỉ bồi_dưỡng thì có được cấp lại không ?
e1ddbd55f08cb7a85a9226f5da9fcd43,Những hợp_đồng nào được xem là hợp_đồng bảo_đảm ?
220cdb19d334a41add9fb9afaf31a319,Không thông_báo cơ_quan thẩm_quyền sau khi được lựa_chọn thực_hiện đề_án quy_hoạch tài_nguyên nước bị phạt thế_nào ?
41d9e87b8c46a625ce5df72a03d580c2,"Chỉnh_lý , bổ_sung số_liệu trong báo_cáo thống_kê ngành tư_pháp theo quy_định mới được quy_định như_thế_nào ?"
f20b587bad2940f9fc99f8f264c7f9d0,Trình_tự ký hợp_đồng cung_cấp dịch_vụ hoá_đơn điện_tử có mã của cơ_quan thuế được quy_định như_thế_nào ?
b99998cd09993202d452be4372167247,Người chấp_hành biện_pháp bắt_buộc chữa bệnh sẽ chữa bệnh ở đâu ?
eba82d65652526317edc06d7363af771,"Đi xe_máy bấm còi , rú ga liên_tục trong đô_thị khu dân_cư bị phạt bao_nhiêu ?"
4fa97766b3f4f8da50226bd3eff42760,Cha_mẹ ép_buộc con gái ly_hôn bị phạt hành_chính bao_nhiêu tiền ?
87eb39f8ff392e01353e458db99c1b18,Khu công_nghiệp sinh_thái là gì ?
cd83ca2aaaf25538f90e8d2af779fd70,Chi hỗ_trợ trang cấp ban_đầu gồm những khoản nào khi chi cho đối_tượng lưu_học_sinh ?
5cfabfd55f5dc66b95e51d1cd92d0c9a,"Mức phạt khi dựng cổng ra_vào , tường rào các loại , công_trình khác trái_phép trong phạm_vi đất dành cho đường_bộ"
3b9b6d4250da9bfca1153a568c77b1e2,"Trách_nhiệm quản_lý , sử_dụng , cung_cấp thông_tin , tài_liệu kế_toán theo Luật Kế_toán 2003 được quy_định như_thế_nào ?"
b5f62c2eef4b34de0f9f5105674afd96,Mức xử_phạt mới nhất đối_với hành_vi không mang theo hoặc sử_dụng bảo_hiểm xe hết hiệu_lực
742cb6ffa72e3d347d236aa903656930,Chuyển tiền thu từ chuyển_nhượng vốn nhà_nước được quy_định như_thế_nào ?
e37cd0a4a27edd7363544a822fdbe811,Phạt 20 triệu đồng đối_với hành_vi ném gạch_đá vào Quốc môn được quy_định như_thế_nào ?
dfa9711d08199222cb7bdbd1e93f8112,Quy_định việc thông_báo cho Bộ Công_an kết_quả giải_quyết các việc về quốc_tịch
af00ddc502338c73fcc481f27edd2b4b,"Luật thư_viện 2019 quy_định mới về việc sáp_nhập , hợp_nhất , chia , tách , giải_thể thư_viện thế_nào ?"
2297476383fbf207599a436fb6f15efa,Mức phạt đối_với hành_vi điều_khiển xe ô_tô sử_dụng Giấy đăng_ký xe đã hết hạn sử_dụng
eb16572df726554054bfa3ff6cbe4226,Điều_khiển xe ô_tô không có dụng_cụ thoát hiểm bị phạt bao_nhiêu theo nghị_định 100 ?
75880f9d0b3a1aab8a97ff4ca2672194,Những_ai được miễn thi thực_hành kỹ_năng quân_sự ?
d54792049ec08a9c46d5a4c4023e8979,"Chi_phí bồi_dưỡng bắt_buộc về chuyên_môn , nghiệp_vụ của luật_sư được quy_định như_thế_nào ?"
f059cfde0d6fef97e5558d915040d27f,Phân_loại công_trình kiến_trúc có giá_trị được quy_định như_thế_nào ?
71caa971e4afc3a56d5e10c833c5f675,Quỹ đại_chúng được thành_lập khi đáp_ứng điều_kiện nào ?
3e1e505b19fbcf4d8431935419a51de1,Trọng_tải cất_cánh tối_đa ( MTOW ) được hiểu như_thế_nào ?
7fd3da22184cc99f8a48d591f7663d5d,"Việc lập , thẩm_định chương_trình khắc_phục hậu_quả bom_mìn vật nổ sau chiến_tranh được quy_định như_thế_nào ?"
4fe6d45b402a71a9fcf71c6ff7e55a35,Trách_nhiệm của gia_đình trong giáo_dục được quy_định như_thế_nào ?
9b1f4f545dd1e6c638672f58b704b29e,"Thủ_tục cấp đổi , cấp lại giấy chứng_nhận đăng_ký xe , biển số xe được quy_định như_thế_nào ?"
393bd1a850d825aaf4a9cec1444048e9,Trách_nhiệm của người vi_phạm khi bị bị xử_lý kỷ_luật trong quốc_phòng được quy_định như_thế_nào ?
a66cf4326d4358fd4ef69aeecaa9f67d,"Cơ_quan có quyền giám_sát , kiểm_tra việc thực_hiện Dự_án sân gôn ?"
93096fd6861b8fb6bd2acb7e13399c49,Hiệu_lực pháp_lý của di_chúc miệng khi người lập di_chúc phục_hồi sức_khoẻ ?
f748149c6b27afd43134a8c0be2adad8,"Quy_định về việc quản_lý , bảo_vệ cơ_sở_dữ_liệu về thi_hành án hình_sự được quy_định như_thế_nào ?"
15455d0d0757e1f0b630e5fded2eaf75,Công_bố điều_ước quốc_tế được quy_định như_thế_nào ?
2cbf8d6cb33711d6b20fc125506a6a82,"Không nhường đường theo quy_định , không báo_hiệu bằng tay khi chuyển_hướng bị phạt tiền thế_nào ?"
0eff217633d10c32db20512c5d2c2764,Lãi_suất công_cụ nợ của Chính_phủ được quy_định như_thế_nào ?
12cb8b3534bbc346e00126e45704b4fe,Trách_nhiệm của Ngân_hàng Nhà_nước về quản_lý và phát_triển công_nghiệp an_ninh được quy_định như_thế_nào ?
f22064e86de9b1b472ffd4cb685b192c,Mức xử_phạt đối_với hành_vi kiểm_định kỹ_thuật an_toàn_lao_động khi không có Giấy chứng_nhận đủ điều_kiện hoạt_động kiểm_định được quy_định như_thế_nào ?
464ea3f06e73b984106884a57fe97fbe,Mức phạt khi nằm trên yên xe điều_khiển xe_máy mà không chấp_hành hiệu_lệnh dừng xe được quy_định như_thế_nào ?
4900e2171964bbb8400bec1c12f65bcc,"Thời_hạn của chứng_chỉ quản_lý vũ_khí , vật_liệu nổ quân_dụng , công_cụ hỗ_trợ được quy_định như_thế_nào ?"
b8b37b578a6ab9b06113483dfc0b04e5,Triển_lãm không vì mục_đích thương_mại là gì ?
51ce6df07afa1773ed76b182e5e58ff4,Đối_tượng được bổ_nhiệm Phó Thủ_trưởng cơ_quan thi_hành án hình_sự Công_an cấp huyện được quy_định như_thế_nào ?
f24954fb0874214f21fbe8e07250b3d9,"Lập kế_hoạch kiểm_tra , thẩm_định , nghiệm_thu chất_lượng sản_phẩm đo_đạc và bản_đồ được quy_định như_thế_nào ?"
0637bf82c8b290c7875c5bfddbf91df5,Công_an xã xử_phạt lỗi không mang bằng lái_xe có đúng không ?
d92b6c795717fc7eff7f0de62cbfdef8,Cơ_quan nào cấp Giấy_phép nhập_khẩu sản_phẩm an_toàn thông_tin mạng ?
8f64f6b89872999169636d9a7dfd9201,"Chế_độ , chính_sách đối_với giáo_viên và cán_bộ làm nhiệm_vụ dạy văn_hoá , giáo_dục pháp_luật , giáo_dục công_dân cho phạm_nhân được quy_định như_thế_nào ?"
7504e42a3c79eea37b7e241def96f4d6,"Cơ_sở của việc đàm_phán , hoàn_thiện hợp_đồng đối_với dự_án PPP được quy_định như_thế_nào ?"
b89c0ad1d9590aa47563f61f9a36809e,"Quy_định việc thẩm_định , đánh_giá kiến_thức về ATTP đối_với cơ_sở sản_xuất , kinh_doanh thực_phẩm nông , lâm thuỷ_sản được quy_định như_thế_nào ?"
77515164d4ac5670f26e8bbdc7fc04ee,Quy_định về hồ_sơ cấp lại Quyết_định công_nhận tổ_chức khảo_nghiệm giống cây_trồng
26e8a33e5338974dd890c901681c40fe,"Mức phạt nếu thực_hiện không đúng , không đầy_đủ các biện_pháp bảo_đảm an_toàn , an_ninh trong cung_ứng dịch_vụ bưu_chính được quy_định như_thế_nào ?"
186f33210cfd1f6761cec8de0836c335,Cảnh_giới trong hoạt_động giao_thông đường_sắt là gì ?
ce4d950d75b32bd6eac6901835692337,"Quản_lý và sử_dụng Quỹ_Thi đua , Khen_thưởng ngành Văn_hoá , Thể_thao và Du_lịch được quy_định như_thế_nào ?"
c3cb4bfbfa4624d8242df16623635cba,Sĩ_quan nghỉ_việc theo chế_độ bệnh_binh được hưởng các chế_độ nào ?
1d4d97918d405787a4183231832dc6ac,"Quy_định về mức chi cho cộng_tác_viên tham_gia triển_khai sáng_kiến , mô_hình cộng_đồng sức_khoẻ hạn_chế sử_dụng rượu , bia được quy_định như_thế_nào ?"
f5dfd99c3f09952b712ffb3d0f8ec845,Kế_hoạch an_ninh cảng thuỷ nội_địa tiếp_nhận phương_tiện thuỷ nước_ngoài được quy_định như_thế_nào ?
0fa6eb5aa91fe91765aee11ff4c1b153,Trường_hợp nào phải thành_lập hội_đồng giám_định tư_pháp trong lĩnh_vực nông_nghiệp và phát_triển nông_thôn ?
31ef978f9aca4551a9d7a65561f789ab,Máy_móc như_thế_nào được hiểu là máy_móc đã qua sử_dụng ?
6c3abc133156fcfdeba19c2739ba735e,Mức phạt khi thay_đổi bộ_phận giảm thanh của xe_máy ?
cb3e1553d67dc4c6c92121136f0a23ae,Có được cho thuê ô_tô đang bị thế_chấp cho ngân_hàng không ?
255de4ba33ad3f9542a1009957b352f6,Trái_phiếu ngoại_tệ là gì ?
49d1d7329c8c9b79c8921b39506ecef3,Trại_giam phải tổ_chức nhà_trẻ ?
d1d30b6284025f07b0d5ad903e190d96,Cơ_sở sản_xuất thuốc gồm những cơ_sở nào ?
79b7fd69eb0aefb615c518a2e0f337e0,Người lao_động có quyền nộp đơn yêu_cầu mở thủ_tục phá_sản không ?
4eaadd8b72e4d5ca9de3280306c06250,Kinh_phí xây_dựng định_mức kinh_tế - kỹ_thuật ngành tài_nguyên và môi_trường lấy từ đâu ?
d7b18e7056bf84902f37c99e56c1200f,Thể_hiện không đúng hoặc không đầy_đủ nội_dung trong chứng_từ xác_nhận việc chấp_nhận bưu_gửi bị phạt bao_nhiêu tiền ?
2a3c1bf1e33a72325f2495f6faa4a5de,Chủ đầu_tư có thẩm_quyền điều_tra về sự_cố máy_móc trong công_trình xây_dựng không ?
c139de149a1a91dcbe97207bb02b632b,"Chủ đầu_tư có trách_nhiệm gì khi lập hồ_sơ sự_cố về máy , thiết_bị ?"
bfdbd9f28062bb9c71a71722bc83c8f0,Việc đăng_ký chữ_ký mẫu đối_với cộng_tác_viên dịch_thuật của Phòng Tư_pháp được quy_định như_thế_nào ?
88417ec39b2b472c70c7723d75c845a0,"Mức phạt tự_ý tháo , mở làm hư_hỏng nắp cống , nắp ga các công_trình ngầm , hệ_thống tuy nen trên đường giao_thông"
7994c0fb7dc0fa2a91d04ef389adf928,"Quy_định về nguyên_tắc phân_loại , đánh_giá hợp_tác_xã được quy_định như_thế_nào ?"
b348181460d1d58a8317fb534ccd9673,Chiếm_đoạt tài_sản riêng của thành_viên gia_đình bị xử_lý ra sao ?
4d2feaffe27fc3e3b36c87eb246f9584,Tiêu_chí công_nhận nguồn giống cây_trồng lâm_nghiệp theo quy_định hiện_hành
b7a5403401b0b8453a8791a06be5f765,"Không xin cấp lại giấy_phép hoạt_động bị mất , câu_lạc_bộ bóng_đá bị xử_lý ra sao ?"
555d0ca37ccd267c466f25f0bd72bcf8,Đứng trên yên xe_máy thì bị phạt bao_nhiêu tiền ?
c22c23b0f74b6dd20511f37959dfd997,Nguyên_tắc phê_duyệt đề_án thuộc Chương_trình cấp quốc_gia về xúc_tiến thương_mại được quy_định như_thế_nào ?
9d5601c89ee731cf7eed907a3219596b,Xác_nhận hoàn_thành việc bảo_hành công_trình xây_dựng được quy_định như_thế_nào ?
9f80d0a30340c2f7fb2e0fecabcd5fb7,"Từ năm 2020 , con muốn theo mẹ vào trại giạm phải đáp_ứng điều_kiện gì ?"
575caeab1dfa210f713466fe0c4915b7,"Trường_hợp quỹ đầu_tư chứng_khoán bị định_giá cao , mức đền_bù cho nhà_đầu_tư được quy_định như_thế_nào ?"
a158eb9cbec840f3886590ad3e50fe7b,"Điều_kiện về nhà_xưởng , trang_thiết_bị của cơ_sở sản_xuất thức_ăn , sản_phẩm xử_lý môi_trường nuôi_trồng thuỷ_sản được quy_định như_thế_nào ?"
81bbe5b7e752a489a2613b50ffce06c6,Giao_dịch chứng_khoán phái_sinh được quy_định như_thế_nào ?
a2df4dba2beecd0e76861003ba740f62,Những hạn_chế đối_với ngân_hàng giám_sát trong hoạt_động chứng_khoán được quy_định như_thế_nào ?
b1d8390f3a99670711ee50ea1de18962,Nội_dung quy_hoạch nông_thôn mới giai_đoạn 2016-2020 được quy_định như_thế_nào ?
fa27f4ffb905ed5911edc0c067a4d376,Mức phạt khi nhân_viên phục_vụ xe_khách cho hành_khách xuống xe để trốn_tránh sự kiểm_tra là bao_nhiêu ?
50a4960806c8c9e9868998a7392ba055,Người được chở trên xe ô_tô không thắt dây an_toàn bị phạt bao_nhiêu theo Nghị_định 100/2019 / NĐ-CP ?
2afea25df17efda74a7d6557329b7825,Thời_gian_thực hành KBC đa_khoa phải học đạo_đức hành_nghề bao_nhiêu tiết ?
70b3d3334a801e491996db8de5a6753f,Tài_xế ô_tô vận_chuyển hàng nguy_hiểm không có giấy_phép bị phạt 3 triệu có đúng không ?
41db27ea8cc925d5624b805f13ecc1cb,Có phải tất_cả trường_hợp vận_chuyển nguồn phóng_xạ đều phải có người phụ_trách ứng_phó sự_cố không ?
0870cda934e343e6bd6e52b5cb4c7433,Nộp thủ thục hành_chính về giống cây_trồng và canh_tác như_thế_nào ?
117baa94eb7eb0ba4c88e563edcea547,Nguyên_đơn vắng_mặt tại phiên họp giải_quyết tranh_chấp trong tố_tụng trọng_tài xử_lý thế_nào ?
8a60d491d419132f473bca752e41b422,"Mục_đích xây_dựng , thực_hiện hương_ước , quy_ước là gì ?"
11f7688abb848aad1f19a3107a95f88d,"Mức thu lệ_phí công_bố hợp chuẩn , hợp quy năm 2019 được quy_định như_thế_nào ?"
7fb3d04cdd3b66f704633df878048626,Bắt_buộc có bao_nhiêu cổ_đông sáng_lập công_ty cổ_phần ?
5ad1933639e8e0dbbeb1babc3260a556,Mức thu phí tham_quan bảo_tàng dân_tộc Việt_Nam đối_với người_lớn được quy_định như_thế_nào ?
7d4ac816dd3b083c4142034ab4f92ba1,Mức phạt khi điều_khiển xe ô_tô chạy ở làn khẩn_cấp trên đường_cao_tốc
7391ec6b0b06e38d1d9b6f449a171a67,16 tuổi có được tự mình mua xe_máy không ?
576dce39638368e6c585cfec72b5265f,Biên_độ dao_động giá trong giao_dịch cổ_phiếu niêm_yết được quy_định như_thế_nào ?
78d88ed42999d203afeb2c6142ee0ac8,Công_ty quản_lý quỹ có được sử_dụng vốn và tài_sản của quỹ để cho vay hay không ?
201fd2c207f334007fb2b805bc9d6d4a,"Sở_hữu kết_quả nghiên_cứu đề_tài , dự_án sản_xuất thử_nghiệm cấp Bộ Y_tế được quy_định như_thế_nào ?"
7fcdb198e39008a3a026d89be583bdbc,Hạng_mục khắc_phục hậu_quả bom_mìn vật nổ sau chiến_tranh trong thành_phần dự_án đầu_tư là gì ?
b186be737a2b0740a1a7b36900766c86,"Phòng Nông_nghiệp có được thu phí , lệ_phí thú_y không ?"
eb8cf02cd39b27c4442eb8720757741d,Khám bệnh ở trạm y_tế xã được hưởng BHYT như_thế_nào ?
82cb3b90ebfca3aca8b6b886715bf587,Hợp_đồng bảo_hiểm chuyển_nhượng được không ?
ffec54b86f95f9af3451a77b61ba73a1,Trong ứng_dụng CNTT thời_gian phê_duyệt đề_cương và dự_toán chi_tiết được quy_định như_thế_nào ?
83ed076e0e2e1920835de0eb0478ab9f,"Quy_định về hồ_sơ nhập_khẩu thức_ăn chăn_nuôi để giới_thiệu tại hội_chợ , triển_lãm"
df8d18ee8d683064dfb425cb6086c160,Công_tác trong lực_lượng công_an nhân_dân có được cộng nối thời_gian tham_gia BHXH không ?
37d27d9b4becd7964f93372f1077a78e,Việc tặng sim miễn_phí có vi_phạm pháp_luật
23e48924feb798c14e2faa94a97e15e4,"Chế_độ thông_tin , báo_cáo của Quỹ bảo_lãnh tín_dụng năm 2019 được quy_định như_thế_nào ?"
74e8f287e50e16191d4ad77a20f4fccd,DN đấu_giá thay_đổi về tên gọi mà gửi giấy đề_nghị không đúng hạn phạt bao_nhiêu ?
ab2095272c174f566f4e88450896e46c,"Thời_hiệu xử_phạt trong lĩnh_vực quản_lý , sử_dụng tài_sản công được quy_định như_thế_nào ?"
f4be3e6a3c48c246c479815bc68aaec0,Tiêu_chuẩn về trình_độ đào_tạo của giáo_viên THPT hạng II được quy_định như_thế_nào ?
ef193f683a8deb99d7216e770f8579e6,"Điều_khiển xe_máy kéo , xe chuyên_dùng gắn biển số không rõ chữ bị phạt bao_nhiêu theo nghị_định 100/2019 / NĐ-CP ?"
1aecc2aef697485e3252d35ac8973904,"Hương_ước , quy_ước có giá_trị thi_hành kể từ khi nào ?"
e2a9b16d896e17c8bcc4df9a47d46006,"Trách_nhiệm của Nhà_nước và cơ_sở giáo_dục trong việc đào_tạo , bồi_dưỡng nhà_giáo được quy_định như_thế_nào ?"
e676779500ac0611b3c9f5782160a45b,"Hồ_sơ đề_nghị sửa_đổi nội_dung giấy chứng_nhận đăng_ký cảng_hàng_không , sân_bay gồm có những gì ?"
614d23a5ffc111c7d0b47bcfdf2dc1f8,Giá_trị quỹ đất thanh_toán cho dự_án BT được tính như_thế_nào ?
c5ec70fac33f86925136491fa3c02f25,Địa_điểm chữa_trị chấn_thương cho các vận_động_viên thể_thao thành_tích cao được quy_định như_thế_nào ?
90f77d8115f69105bd431ac3b9be5044,Cơ_quan thường_trực thẩm_định báo_cáo ĐTM là cơ_quan nào ?
4414bd7c8a59eb6523a0e7b387119cb2,Mức bồi_thường bù_đắp tổn_thất về tinh_thần tối_đa là bao_nhiêu ?
d6e0c0d173c29804a3f36f20186f5690,Người cao_tuổi có được bổ_nhiệm Thừa phát lại hay không ?
bc351dfaa66ec92fbabd409bbf3d736a,Nhiệm_vụ và quyền_hạn của Uỷ_viên Hội_đồng lựa_chọn sách_giáo_khoa được quy_định ra sao ?
2bc141472674c0f40505cee6c399c190,Loài sinh_vật có nguy_cơ tuyệt_chủng được quy_định như_thế_nào ?
0604dc5370e1966d112ae9d32acc9fa9,Khu_vực và công_việc nào người lao_động không được đến làm_việc ở nước_ngoài ?
5703fc6197f5ac857ccf3df9549600d3,"Trường_hợp thu_hồi GCN đủ điều_kiện kinh_doanh hoạt_động thể_dục , thể_thao được quy_định như_thế_nào ?"
2d723e4be6d795c4161ae26329380754,"Kiểm_tra , thi , xét công_nhận tốt_nghiệp đối_với đào_tạo từ xa trình_độ sơ_cấp được quy_định như_thế_nào ?"
abd89b51adc3d278b908e6871a86a573,Doanh_nghiệp trong khu công_nghiệp có được đăng_ký nội_quy lao_động cho Ban Quản_lý khu công_nghiệp ?
7fe68169d81f687f701d39c1e92dfe4e,Trường_hợp nào phải đăng_ký chủ nguồn thải chất_thải nguy_hại được quy_định như_thế_nào ?
29f02c8ae9f1aa4181115b7051709853,Sự_cố công_trình xây_dựng làm chết 4 người được xếp vào sự_cố cấp mấy ?
9109df6033438a3cd059e655e8659bd3,Con làm_bạn gãy tay thì phụ_huynh có phải bồi_thường ?
d3e3db3c2ac0799e4afa85e44766003b,"Trình_tự , thủ_tục cấp Giấy chứng_nhận thành_viên bù_trừ chứng_khoán được quy_định như_thế_nào ?"
383d04dfac51dda6b2b7e9ebd6336052,Hồ_sơ đề_nghị hỗ_trợ chi_phí mai_táng gồm những gì ?
6a3175d244fa8cd461b7b9aa227f124a,Quy_định về Giấy chứng_nhận huấn_luyện nghiệp_vụ cơ_bản cấp cho thuyền_viên được quy_định như_thế_nào ?
0aa5a051629e2a3580bbb55f2fab40cb,"Mức phạt nếu không phối_hợp với cơ_quan nhà_nước có thẩm_quyền thực_hiện việc đình_chỉ , tạm đình_chỉ vận_chuyển , phát bưu_gửi được quy_định như_thế_nào ?"
11e5f08c43b922d8c9138fe00d9f8d2b,"Theo quy_định pháp_luật , mục_đích của việc đào_tạo , bồi_dưỡng nghiệp_vụ chuyên_ngành thẩm_định giá là gì ?"
b6b0bc1f962b26ed51ec564bcbe17894,Sang_nhượng hành_khách dọc đường cho xe khác mà không được hành_khách đồng_ý bị phạt bao_nhiêu tiền ?
82c62a3a44d233d8d4187ac609af5bfd,Mức phạt đối_với hành_vi chuyển mục_đích sử_dụng rừng_đặc_dụng có diện_tích dưới 400 m2 không đúng quy_định được quy_định như_thế_nào ?
cc96dc475d97db00c2b15321d109d5c8,Không thông_báo khi tập_trung kinh_tế bị xử_phạt như_thế_nào ?
69e9b240a38c862c329a4367fd1a29b9,"Doanh_nghiệp kinh_doanh tạm nhập , tái_xuất hàng_hoá có thuế tiêu_thụ đặc_biệt cần phải đáp_ứng những điều_kiện gì ?"
a6bb8b9aeb1d456edae053ad48d5c95b,"Kinh_phí ban_đầu để giải_quyết hậu_quả sự_cố , tai_nạn giao_thông đường_sắt được lấy từ đâu ?"
798c4c5e10952df589af667cfa4c2908,Công_ty vay tiền của cá_nhân với lãi_suất 0% có được không ?
004a3bc83f47576a7250787913664b33,Mức phạt đối_với luật_sư hướng_dẫn cho khách_hàng cung_cấp vật_chứng giả là bao_nhiêu ?
befc014efaac380d9d89f751d0c12008,Mức phạt khi không thông_báo cho cơ_quan viễn_thông trước khi tiến_hành tập_trung kinh_tế có thị_phần kết_hợp từ 30% đến 50% được quy_định như_thế_nào ?
5c996f33975cf0db44002bc97dcdd3f1,Nơi nộp hồ_sơ xin cấp chứng_chỉ hành_nghề điều_dưỡng được quy_định như_thế_nào ?
947306a4d5fbef7fbc1ca0d9d48ff617,Điều_kiện phát_hành hồ_sơ mời_thầu dự_án đầu_tư có sử_dụng đất được quy_định như_thế_nào ?
43ceb40239283986193393285e677d50,Mức phạt khi điều_khiển xe ô_tô chạy ở phần lề_đường của đường_cao_tốc là bao_nhiêu ?
088fdab6472a3cbd8d0ab15f0a7de5ce,Quy_định về tổ_chức thị_trường giao_dịch chứng_khoán
cd9dc1f755e356f84a6a249ef163bae7,"Hoàn_thiện , ký_kết hợp_đồng hoặc thoả_thuận_khung lựa_chọn nhà_thầu mua thuốc tập_trung tại địa_phương được quy_định như_thế_nào ?"
6770c70cf17bae7af71cda90cf397593,"Không tuân_thủ đúng quy_trình , quy_chuẩn kỹ_thuật trong kiểm_định xe_cơ_giới bị phạt bao_nhiêu tiền ?"
c655ab2ed59cc14bc3a1ac72e46e7c5f,"Thực_hiện chi_phí tổ_chức , quản_lý , giám_sát thu phí như_thế_nào ?"
f41a8bd6b25cb1b62d13379d06674a91,Con của bệnh_binh đã mất thì có còn được ưu_tiên trong thi_tuyển công_chức không ?
6363f638e869482fa0709815bb975d0a,"Dữ_liệu về cảng cá , khu neo_đậu tránh trú bão gồm những gì ?"
b1fa26ec39850cccf96364ac000e5ab8,Kinh_phí thực_hiện chính_sách đối_với thanh_niên xung_phong được lấy từ đâu ?
ea5c5ff98babb062ce90f010d711dcff,Nhà_kho chứa hoá_chất không có đèn tại nơi thoát hiểm phạt bao_nhiêu ?
c12b3795dbe639485f825b31ea0a342c,Mục_tiêu giáo_dục theo Luật_giáo_dục 2019 được quy_định như_thế_nào ?
34508ae53f1460d2edf2f81d8061de20,"Theo quy_định pháp_luật , loại tài_liệu kế_toán ngành Ngân_hàng nào phải lưu_trữ vĩnh_viễn ?"
79c8cd61556b6557b03d3e1e2854510c,"Trách_nhiệm quản_lý_nhà_nước của Bộ Văn_hoá , Thể_thao và Du_lịch trong phòng_chống tác_hại của rượu , bia được quy_định như_thế_nào ?"
9fe10a75e4e89631e84260daf3d08e41,Lưu_học_sinh hiệp_định được hiểu như_thế_nào ?
44bccd86887689e574ea4f5af291f456,Nhập_khẩu sản_phẩm công_nghệ_thông_tin đã qua sử_dụng thuộc Danh_mục cấm nhập_khẩu bị phạt bao_nhiêu tiền ?
7c54319517202af00ea34b200d36b542,Hỗ_trợ người đang thuê nhà không thuộc sở_hữu nhà_nước khi nhà_nước thu_hồi được hỗ_trợ như nào
8a51ea73f5a2fd9aec44b8f7224d1cf5,Bộ Thông_tin và Truyền_thông có trách_nhiệm gì trong thực_hiện thủ_tục hành_chính điện_tử ?
6ecab0a82a34f525ea938ad8d651fe7e,Cơ_quan nào chứng_nhận đủ điều_kiện sử_dụng dấu định_lượng ?
060e0cd1a73ffe7012a1090498e6ce9c,"Mức phạt khi điều_khiển xe mô_tô , xe_gắn_máy không có bộ_phận giảm thanh , giảm khói"
ac06fec1dc06a9f711c27f54da5fa106,Quy_định về hội_đồng thẩm_định tài_nguyên thông_tin đề_nghị thanh_lọc được quy_định như_thế_nào ?
263a8f6f61b65526d4dc88605d49d6d2,Thời_gian tổ_chức thi_tập sự hành_nghề công_chứng được quy_định như_thế_nào ?
700d460b4a4a77512d835bed175c2547,Quy_định về điều_kiện cấp Giấy chứng_nhận khả_năng chuyên_môn thợ_máy trực ca AB được quy_định như_thế_nào ?
640f5c14c241efe216f67e9b5bff398e,"Kiểm_soát_viên cao_cấp chất_lượng sản_phẩm , hàng_hoá có chức_trách gì ?"
eba0fa2ca05048931b92feb21b66decd,Công_dân có tỉnh giáp biên_giới với Campuchia có được cấp giấy_thông_hành không ?
72908959f72f30f4dd3a6969ffd9a117,"Trình_tự , thủ_tục cấp Giấy chứng_nhận thành_viên lưu ký của Tổng_công_ty lưu ký và bù_trừ chứng_khoán Việt_Nam được quy_định như_thế_nào ?"
3dc7f622e2ffc0f9cfc3ff44268abf8a,Giao_nộp sản_phẩm đo_đạc và bản_đồ được quy_định như_thế_nào ?
b8e880d98b201e32095d5c590f65de04,"Hồ_sơ đăng_ký tổ_chức hội_chợ , triển_lãm thương_mại gồm những gì ?"
d5b7e7e419e62b8ac43a4dffe05d1348,"Xin chủ_trương bổ_nhiệm công_chức giữ chức_vụ lãnh_đạo , quản_lý thuộc thẩm_quyền quản_lý của Bộ , ngành , địa_phương được quy_định như_thế_nào ?"
93507da019dd1a1a6278f83dc29193ee,Có phải tất_cả người thừa_kế đều có quyền từ_chối nhận di_sản không ?
